SIGNAL_ID,CROSS_NM,SIGNAL_GROUP,SHAPE
cluster_554802432_554810833_554810840_554810841_554810842_554810844_554810845,내동네거리,29,127.376686,36.331223
cluster_554802434_554811003_554811014_554811015_554811016,동원주유소삼거리,52,127.47319,36.325821
cluster_554802452_554802965_554802966_554802967_554802968,가장네거리,9,127.384392,36.331356
cluster_554802468_554810999_554811017_554811018_554811019,동신고삼거리,52,127.476273,36.331741
cluster_554802482_554810909_554810910_554810913_554810914,충남여중삼거리,20,127.410461,36.331627
cluster_554802487_554804171_554810554_554810555,평리삼거리,35,127.397659,36.331612
cluster_554802575_554802590,가장초교(단),9,127.390717,36.333187
cluster_554802592_554805746_554805747_554805752_554811021_554811022_554812935,비룡삼거리,52,127.479057,36.333584
cluster_554802600_554807191,시온어린이집(단),199,127.379028,36.333378
cluster_554802617_554803132_554803133_554803134_554803135,대종로네거리,20,127.419746,36.333603
cluster_554802625_554803747_554804153_554804154_554806123_554806325,계룡육교삼거리,57,127.398606,36.333673
cluster_554802703_554810898_554810902_554810903_554810904,목동네거리,20,127.413269,36.334553
cluster_554802779_554808889_554808890_554808891_554808892_554808894,삼성시장네거리,40,127.43071,36.335812
cluster_554802945_554805645,사정교네거리(복수방향),80,127.380974,36.296814
cluster_554802946_554802997,삼선교네거리(삼거리),20,127.422478,36.33493
cluster_554802961_554802962_554802963_554803741_554805662_554805663_554810747_554810748_554810749_554810769_554810780_554810781_554810782_554810785_554810786_554810787,도마네거리,11,127.380127,36.313102
cluster_554802989_554806109_554806110,동물원출구삼거리,,127.396309,36.290253
cluster_554803014_554810954_554810960_554810961_554810962_554810963_554810964_554810965,판암역네거리,52,127.45636,36.316978
cluster_554803025_554804104_554804105_554804106_554804107_554804108_554810923_554810924_554810925_554810935_554810936_554810937_554810938_554810939_554810940,오룡역네거리,21,127.40507,36.328588
cluster_554803043_554805723,충남기계공고(단),81,127.402641,36.313446
cluster_554803064_554803068_554803120_554803121_554803122_554803700_554805086_554805087_554805088,판암나들목삼거리,52,127.466125,36.318535
cluster_554803090_554803093_554803149_554803151_554805384_554810103_554810105_554810107,안영나들목삼거리,26,127.376709,36.279202
cluster_554803106_554805651,버드내교네거리,73,127.38044,36.304348
cluster_554803140_554805080_554805081_554805082,한밭도서관네거리,81,127.408331,36.30855
cluster_554803146_554803381,충대병원후문삼거리,36,127.417832,36.317217
cluster_554803166_554803167_554803168_554803169,대성동삼거리,39,127.460197,36.296154
cluster_554803174_554810696,서대전공원(단),11,127.40918,36.321463
cluster_554803463_554811006_554811011_554811012_554811013,삼정말삼거리,52,127.472168,36.322681
cluster_554803656_554808579,가오삼거리,39,127.458069,36.29961
cluster_554803657_554805929_554805930,동물원입구삼거리,112,127.39418,36.289833
cluster_554803669_554805063_554805064_554806740,대별삼거리,,127.463562,36.288822
cluster_554803712_554808394_554808395_554810971_554810978_554810979_554810980_554810981_554810982_554810983,신흥주공삼거리,52,127.446823,36.320511
cluster_554803873_554810900_554810905_554810906_554810907_554810908,충남여중삼거리,20,127.411476,36.332737
cluster_554803985_554803986_554810591_554810592_554810602_554810603_554810622_554810623,대전역네거리,40,127.432655,36.3312
cluster_554804469_554810824,가장교(단),58,127.386108,36.327995
cluster_554804702_554804725,문화우성APT3,81,127.408348,36.312653
cluster_554804813_554806186,새울마을(단),83,127.466255,36.330597
cluster_554805037_554805935,태평교좌안네거리,34,127.385811,36.323303
cluster_554805078_554805079_554805896_554805897_554806075,충대병원네거리,36,127.417557,36.318218
cluster_554805085_554811008_554811010,화성마을삼거리,52,127.470917,36.320068
cluster_554805183_554806056,가오초교(단),786,127.459564,36.310547
cluster_554805349_554806064_554808868,제1치수교앞(단),194,127.442528,36.322865
cluster_554805383_554810997_554811020,비룡삼거리,52,127.477623,36.332691
cluster_554805608_554810827,변동오거리,58,127.382317,36.328449
cluster_554805644_554805646,사정교입구네거리(사정방향),26,127.382179,36.296238
cluster_554805667_554805668_554805674_554805675,백골삼거리,112,127.393052,36.30037
cluster_554805677_554805678_554805679_554805685,보성네거리,81,127.39473,36.305191
cluster_554805760_554805761_554806062,신흥네거리,42,127.445747,36.323898
cluster_554805845_554808062,대전방송국(단),40,127.441078,36.313427
cluster_554805883_554802898_554805882_554805884_564100129_564103025_564103026_564106379_564111020_564111021_564111022_564111025_564111026_564111027_564111028_564111029,중촌네거리,20,127.416283,36.336385
cluster_554805906_554806080,목척교좌안삼거리,38,127.428801,36.329752
cluster_554805931_554806111_554806112_554806113_554806183,오월드네거리,,127.39846,36.292919
cluster_554806279_554806280_554810593_554810601_554810607_554810608_554810617_554810618_554810621_554810656_554813505_554813506,죽전네거리,42,127.437597,36.333018
cluster_554808908_554808979_554808984_554808986,말망산네거리,20,127.415726,36.332867
cluster_554810516_554810517_554810521_554810523_554810524_554810525_554810528_554810529_554810532_554810533_554810534_554810539_554810540_554810541_554810542,대고오거리,37,127.423058,36.322704
cluster_554813648_554813649_554801566_554801966_554805940_554806337_554806338_554808104,예술가의집네거리,22,127.416809,36.323023
cluster_562201251_562201410_562201411_562201412_562201413_562201414_562201415_562201567_562201568_562201578_562206711_562206712,98번교차로네거리,7,127.240489,36.499811
cluster_562201416_562201566_562201574_562201575,99번교차로네거리,7,127.240904,36.502112
cluster_562201570_563202548,96번교차로네거리,9,127.247918,36.502112
cluster_562203845_562204307_562204308,2-59번삼거리,,127.24607,36.482457
cluster_562203847_562204310_562204311,2-58번삼거리,,127.245111,36.486054
cluster_562204319_562204321_562204322_562204375_562204376,2-57번삼거리,,127.244406,36.487597
cluster_562300756_562300758_562300761_562300762,101번교차로네거리,7,127.241293,36.505179
cluster_562300767_562300769_562300770_562300771_562300776_562300777_562300778_562300779_562300780_562300781_562300788_562300789,106번교차로네거리,7,127.242706,36.519422
cluster_562300772_562300773_562300774_562300775,102번교차로네거리,7,127.24142,36.508834
cluster_562300791_562300796_562300798_562300799_562302288_562302292_562302293_562302294,103번교차로네거리,7,127.241473,36.512004
cluster_562301372_562302209_562302286_562302287,104번교차로네거리,7,127.241527,36.515065
cluster_562301392_562302195_562302206,105번교차로삼거리,7,127.241744,36.517378
cluster_562302290_562302291,100번교차로(단),7,127.241119,36.503593
cluster_562302319_562302543,133번교차로네거리,13,127.237951,36.506094
cluster_562302390_562302393,157번교차로삼거리,6,127.245888,36.513889
cluster_563100007_563102806,화산교(단),2,127.29493,36.345669
cluster_563100016_563103847_563109512_563109513,유성고후문(단)(5-1번),101,127.333519,36.348534
cluster_563100018_563101423_563102734_563102735_563103069,승적골삼거리,17,127.354347,36.385368
cluster_563100070_563100825,구암어린이공원네거리,31,127.337769,36.350445
cluster_563100071_563102845,장대2교네거리,164,127.339668,36.360687
cluster_563100097_563100229_563100230_563100231_563100232_563100233_563100234_563101390_563102770_563102771_563103779,은구비네거리,30,127.324944,36.377018
cluster_563100100_563100115_563100117_563102478_563102479,선사공원삼거리,30,127.322814,36.380965
cluster_563100101_563100104_563100226_563101492_563102139_563102140_563106914_563106915,외삼네거리,89,127.311994,36.395831
cluster_563100102_563100227_563100228_563101643_563102776_563102777_563102778_563102779_563103206_563103207_563103466_563109479,침신대네거리,30,127.320412,36.384502
cluster_563100107_563100236_563101483_563101903_563101904,반석역삼거리,30,127.314728,36.392017
cluster_563100110_563104223_563108426_563108427_563100108_563100111_563100112_563100113_563100154_563101452_563103775_563103776_563104222_563108428,반석네거리,30,127.318283,36.386993
cluster_563100270_563100271_563101219_563101222_563101651_563101652_563101653_563102491,장대삼거리,2,127.326233,36.359737
cluster_563100351_563101862,노은(단),30,127.32695,36.369785
cluster_563100465_563100466_563100467_563100468_563100469_563100470_563101540_563101541_563102928_563109518_563109519,온천교네거리,28,127.343575,36.359455
cluster_563100788_563103850_563103877_563103878_563103879_563103881_563103882_563103883_563104205,유성생명고교삼거리,56,127.326395,36.348583
cluster_563100798_563103433_563103849_563103871_563103872_563103873_563103874_563103875_563104221_563104618_563107907_563107908,인삼골네거리,101,127.330874,36.348529
cluster_563100852_563103307,한밭대삼거리,2,127.297989,36.35149
cluster_563100866_563103911_563103912,도안1단지(단),101,127.340759,36.352013
cluster_563100878_563103320_563103322_563103323_563103324_563107114,용반네거리,28,127.348167,36.351841
cluster_563100897_563100899_563101564,갈마삼거리,8,127.369896,36.352394
cluster_563100902_563101915,휴양소삼거리,28,127.346207,36.352364
cluster_563100919_563100929,갈마네거리,8,127.368881,36.353039
cluster_563100933_563105569_563105576_563105577,월평삼거리,28,127.358452,36.35339
cluster_563100946_563102894_563102895_563105795,갈마네거리,8,127.368159,36.353445
cluster_563100961_563110000_563110016_563110017_563110018,유성복합터미널삼거리,56,127.330042,36.353809
cluster_563100978_563100989_563102916_563103757_563103758_563105567_563105568_563105570_563105571_563105572_563109677_563109678,대전일보네거리,8,127.363984,36.354319
cluster_563101007_563102830_563102831,由щ??쇰?ㅺ굅由?,28,127.339178,36.354285
cluster_563101055_563101057_563101523_563101524_563101565_563101566,유성온천네거리,28,127.342026,36.355286
cluster_563101113_563104606,유성(단),84,127.336555,36.356438
cluster_563101147_563101153,홍인장(단),28,127.342796,36.35733
cluster_563101169_563108636_563108638_563108639_563108640_563108641_563108642_563108643,누리네거리,98,127.36841,36.357796
cluster_563101180_563103195_563107828_563107830,구암교네거리,56,127.331795,36.357788
cluster_563101199_563101200_563101537_563101538_563101539_563101552_563101553_563101554_563102906_563103153_563103419_563105140_563108482_563108484_563108485_563108486_563108488,갑천대교네거리,98,127.360434,36.358922
cluster_563101201_563102818_563102819_563102820_563106918,구암8통삼거리,2,127.315507,36.359152
cluster_563101226_563101870,갑천초교(단),33,127.366974,36.359844
cluster_563101247_563103427,유성초네거리(구 장대네거리),161,127.335815,36.360813
cluster_563101311_563101525_563101526_563101527_563101528_563101560_563101601_563101602_563101603_563101609_563101610_563108652_563108658_563108666_563108667_563108668_563108669,충대정문오거리,3,127.344779,36.362015
cluster_563101363_563101714_563107689_563107690_563107691_563107695_563108507_563108513_563108515_563108516_563108517_563108518_563108520_563108521_563108522_563108523_563102896_563102897_563109528,갑천네거리,6,127.369812,36.365028
cluster_563101376_563101607_563101608_563105119,죽동네거리,3,127.332558,36.366303
cluster_563101382_563104574_563104575_563104576,구성삼거리,6,127.370361,36.369476
cluster_563101416_563108542_563108545_563108547_563108548_563108549_563108550_563109954_563109955,다름고개삼거리,17,127.364035,36.384365
cluster_563101424_563103759_563108525_563108526_563108527_563108530_563108531_563108532_563108533,표준연구소네거리,17,127.372411,36.385427
cluster_563101491_563102765_563102767_563108569_563108570_563108574_563108575_563108576,자운대네거리,16,127.350189,36.393764
cluster_563101520_563101521_563101678_563101679_563102728_563102729_563102732_563102733_563102853_563103948_563103950_563103951_563108472_563108475_563108478_563108479,1번 (유성네거리),28,127.341537,36.353771
cluster_563101532_563101533_563101555_563101556_563101557_563101558_563102842_563102844_563103316_563103317_563108710_563108711_563108713_563108716_563108725_563108726_563108728_563108730_563108731_563108732,장대네거리(구 궁동네거리),3,127.338129,36.364365
cluster_563101569_563101570_563103157_563103160_563103161_563103211,만년교네거리,28,127.351372,36.351067
cluster_563101614_563108599_563108603_563108604_563108606_563108607_563108608_563108609,덕명네거리,2,127.305557,36.360428
cluster_563101615_563102824_563102825_563102826_563102827,노은원예농협네거리,76,127.317833,36.363289
cluster_563101633_563105496,노은교회삼거리,,127.315712,36.372143
cluster_563101661_563101662_563101663_563101686_563101690_563101691_563101692_563101698_563101700_563101701_563101702_563101703_563101704_563101711_563101712_563103122_563103123_563103285_563103772_563103773,월드컵네거리,3,127.327034,36.366859
cluster_563101671_563102854_563102855_563102856_563107710_563107712,유성컨벤션삼거리,64,127.351786,36.356009
cluster_563101674_563102857,삼보들삼거리,64,127.353928,36.357262
cluster_563101688_563101689_563101696_563101699_563102174_563102175_563102583_563102584_563103284_563103770_563103771_563103778_563104556,노은주유소네거리,76,127.323395,36.366825
cluster_563101705_563102822_563102823_563103170_563103171_563103172_563103174_563103175_563103176_563103177_563103178_563103179_563103180_563103181,노은네거리,76,127.317848,36.366852
cluster_563101875_563101928_563108462_563108463,충대수의대네거리,16,127.342342,36.376966
cluster_563101947_563102903_563102904_563102905,과기원삼거리,6,127.363953,36.365578
cluster_563102154_563103845_563109514_563109515,상대초교(단),101,127.335556,36.348557
cluster_563102158_563107820,장대(단),56,127.333595,36.359039
cluster_563102350_563102352,누리(단),33,127.371651,36.359806
cluster_563102405_563103006_563103009_563103010_563103011_563103012_563103013_563103014,신성네거리,17,127.343422,36.383793
cluster_563102572_563108633_563108644_563108645_563108646_563108647_563108648_563108649,월평역네거리,98,127.363971,36.358346
cluster_563102992_563101350_563101356_563101360_563101656_563101658_563101659_563102991_563103217_563103438_563103439_563104228_563107313_563107314,유성IC삼거리(네거리),3,127.327316,36.364048
cluster_563103113_563108594_563108595,봉양농장삼거리,,127.307251,36.364166
cluster_563103116_563103117_563103118_563103182_563103183_563103184_563103185_563103186_563103188_563103189_563103190_563103191_563103192_563103193,수정초교네거리,76,127.312767,36.366886
cluster_563103119_563106919_563107911,도안2단지삼거리,28,127.345079,36.35271
cluster_563103311_563108610,학하열병합(단) (16번),,127.307274,36.343872
cluster_563103319_563103832_563103861_563109978,신흥들삼거리,103,127.347311,36.342018
cluster_563103430_563103601_563103853_563103854_563103855_563103884_563103885_563103893_563103946_563103947_563107941_563107942,진터네거리,101,127.34037,36.348446
cluster_563103437_563103890_563103913_563103914,도안5단지네거리,101,127.340272,36.345863
cluster_563103455_563108616_563108618_563108619_563108620_563108621_563108622_563108623,학의뜰4(9번4),,127.304016,36.338837
cluster_563103458_563108613_563108624_563108625_563108626_563108627_563108628_563108629,학하네거리,,127.305679,36.341614
cluster_563103475_563103833_563103866_563109756,원신흥삼거리,103,127.348547,36.339538
cluster_563103476_563103477_563103812_563103813_563103814_563103815_563103816_563103817_563103820_563103821,상대네거리,111,127.33572,36.33824
cluster_563103599_563103904_563103905_563103906,도안1단지네거리,101,127.340202,36.350163
cluster_563103603_563103838_563103839_563103840_563103841_563103867_563103868_563103869_563103892_563104463_563104464_563105592_563109526_563109527,계룡대교네거리,103,127.347895,36.348503
cluster_563103641_563103858_563103859_563103860_563103889_563103894_563103895,원골네거리,101,127.339302,36.342884
cluster_563103690_563104196_563104197_563104198,박산삼거리,113,127.315071,36.344044
cluster_563103888_563103891,원골(단),101,127.337945,36.340975
cluster_563103910_563103954_563103955,도안7단지(단),103,127.347687,36.346671
cluster_563103956_563103957_563109522_563109523,원신흥(단),103,127.349409,36.337809
cluster_563104194_563104432_563104433_563104434,복용삼거리,56,127.320091,36.341476
cluster_563104602_563109570,반석초교(단),75,127.312569,36.388962
cluster_563105584_563105585_563105586_563106234_563106235_563106237_563106238_563106239_563106240_563106242_563106243,도시철도공사네거리,28,127.353315,36.350251
cluster_563106246_563106247,월평(단),28,127.361218,36.353867
cluster_563106390_563106435_563106436,죽동테크밸리삼거리,,127.337608,36.380695
cluster_563106858_563107319_563107320,도안19단지삼거리,103,127.34705,36.344203
cluster_563106937_563108457_563108458_563108459_563108460,충대운동장삼거리,16,127.341806,36.375055
cluster_563107688_563107692_563107693_563107694,카이스트교삼거리,6,127.367493,36.367405
cluster_563108444_563108446_563108449_563108450_563108451_563108452_563108453_563108454,충대서문네거리,16,127.340118,36.369984
cluster_563108534_563108535_563101412_563108528_563108536_563108537_563108538_563108539_563108540_563108541,전자통신연구소삼거리,17,127.367472,36.383973
cluster_563108567_563102407_563108563_563108564_563109494_563109495,신성삼거리,16,127.348221,36.391884
cluster_563108692_563108694_563108702_563108703_563108704_563108705_563108706_563108707,복용승마장네거리,2,127.303375,36.357746
cluster_563109486_563109487,학의뜰(단),,127.303131,36.33741
cluster_563109488_563109489_563103454_563108617,학하(단)_(15(단)),,127.304825,36.340206
cluster_563109510_563109511,구암119안전센터삼거리,101,127.329458,36.348525
cluster_563109727_563109728,누리삼거리,98,127.370807,36.357753
cluster_563109810_563109811_563109812_563109813_563109816_563109817,중동골네거리,111,127.332412,36.338234
cluster_563109830_563109836_563109838_563109839,S-2 네거리,111,127.33253,36.337379
cluster_563200521_563200522_563200527_563200528_563200529_563200532_563200533_563200732_563201119_563201120_563201133_563205419_563205420,3-3번네거리,,127.274663,36.471122
cluster_563200530_563200539_563200540_563200541_563200552_563200553_563200561_563200562,152번교차로네거리,14,127.263145,36.479286
cluster_563200550_563200749,151번교차로(단),14,127.2621,36.480732
cluster_563200570_563200733_563200734_563200737_563200738_563201189_563201191_563201192,147번교차로네거리,14,127.256426,36.491146
cluster_563200571_563200572_563200573_563200574_563200752_563200754_563200755_563200756_563200757_563200758_563200759_563203689,3-6번네거리,,127.271919,36.470798
cluster_563200613_563200614_563200625_563200626_563200635_563200687_563200688_563200689_563200690_563200691_563200692_563200693_563200694_563200695_563200696_563200697,SCU23017,,127.252739,36.471642
cluster_563200644_563200659,3번교차로네거리,1,127.26035,36.502496
cluster_563200657_563200660_563200664_563200665_563200666_563200667_563200668_563200669,1번교차로네거리,1,127.258186,36.498386
cluster_563200698_563200789_563200790_563200791_563200792_563200793_563200794_563200795_563200798_563200799_563200800_563200801_563200802_563200803,3-1번네거리,,127.275146,36.467445
cluster_563200853_563200902,2번교차로(단),1,127.259785,36.501288
cluster_563201117_563201118_563201121_563201122_563201123_563201124_563201128_563201129_563204646_563204647_563204648_563204649_563204650_563204651,3-11번네거리,,127.277962,36.473183
cluster_563202347_563203088_563203093_563203094_563203095_563203096_563203097_563203098,3-2번삼거리,,127.274822,36.469281
cluster_563202509_563202515_563202516_563202949_563202950_563202953_563202954_563202955,3-16번네거리,,127.282013,36.46999
cluster_563203190_563203266_563205421_563205422_563205423_563205424,146번교차로삼거리,14,127.256302,36.494328
cluster_563203237_563203238_563203278_563203279,SCU33002,6,127.297485,36.482506
cluster_563203264_563203265,147번교차로네거리,14,127.256705,36.489637
cluster_563203403_563203404,149번교차로네거리,14,127.258848,36.485235
cluster_563203521_563203522,150번교차로(단),14,127.26049,36.482945
cluster_563203523_563203524_563203525_563203526,148번교차로(단),14,127.257545,36.487328
cluster_563300149_563300719_563300720,월하오거리,80,127.291595,36.575283
cluster_563300395_563302410,월하2길삼거리,80,127.292618,36.578331
cluster_563300920_563306663_563306664,34번교차로네거리,3,127.270233,36.504197
cluster_563300949_563300977_563300979_563300980_563301081_563301120_563301140_563301141,17번교차로네거리,2,127.267793,36.507872
cluster_563300959_563300974_563300975_563300981_563300982_563300983_563300984_563300985,5번교차로네거리,1,127.261526,36.508553
cluster_563300967_563300971_563300986_563300987_563300988_563300993_563300994_563300995,8번교차로네거리,1,127.259026,36.517906
cluster_563300972_563303360,4번교차로(단),1,127.261414,36.504627
cluster_563300989_563301132_563304210_563304211_563304212_563304213_563304214_563304215_563304216_563304217,6번교차로(단),1,127.259575,36.512535
cluster_563300997_563300998_563300999_563301000_563301080_563301084_563301085_563301087,9번교차로네거리,1,127.261428,36.525239
cluster_563301014_563301015_563301017_563301018_563301019_563301021_563301022_563301023_563301025_563301027_563301028_563301030_563305817_563305818_563305819_563305820_563305821_563305823_563305824_563306735,107번교차로네거리,7,127.248769,36.52779
cluster_563301173_563301174_563301175_563306811,22번교차로삼거리,4,127.264118,36.520075
cluster_563301556_563301557,7번교차로(단),1,127.259101,36.514241
cluster_564100106_564100447_564106731_564106732,통신연수원네거리,9,127.374573,36.339493
cluster_564100125_564106590_564106591_564106592,한남대삼거리,77,127.421471,36.351677
cluster_564100136_564100168_564102030_564113330,용문치안센터(단),57,127.394891,36.33695
cluster_564100151_564100167,용문천변삼거리,35,127.399306,36.33683
cluster_564100238_564100247_564100265_564100283_564100294_564109360,삼성네거리,41,127.429581,36.3381
cluster_564100306_564101516_564101520_564102751_564105663_564105664_564109723,원촌교네거리,24,127.411095,36.377506
cluster_564100312_564111046_564111051_564111052_564111053_564111054_564111055_564111056,용문역네거리,57,127.393258,36.338302
cluster_564100351_564103492,우송대후문삼거리,,127.445084,36.338661
cluster_564100373_564102718,법동삼거리,45,127.424294,36.373131
cluster_564100383_564106845,괴정(단),65,127.383781,36.338966
cluster_564100392_564106529_564111017_564111031_564111032_564111035_564111036,현암교(단),60,127.419113,36.338985
cluster_564100410_564100419,용문천변(단),35,127.400997,36.339027
cluster_564100482_564111050,탄방(단),57,127.391306,36.339811
cluster_564100493_564106266_564106267_564110569,중촌금호APT네거리,48,127.406471,36.34
cluster_564100494_564108699_564109298,성남지하차도삼거리,41,127.427058,36.339947
cluster_564100650_564106230_564106231_564110887_564110889,탄방네거리,57,127.389122,36.341663
cluster_564100737_564106115,용산초교(단),72,127.393974,36.419586
cluster_564100746_564106471_564106472,동구보건소네거리,,127.419159,36.3424
cluster_564100765_564100774_564100787_564100801_564100802_564103019_564103020_564103021_564103180_564103412_564104083_564104156_564104157,탄방지하차도삼거리,50,127.384727,36.342957
cluster_564100768_564103013_564103174,중촌육교삼거리,48,127.408363,36.342636
cluster_564100775_564105392,성남삼거리,47,127.435059,36.342262
cluster_564100798_564112640,한일신협본점(단),47,127.441012,36.343112
cluster_564100877_564110948,가양네거리,47,127.446838,36.344097
cluster_564100929_564100944_564100950_564100958_564100961_564100967_564103022_564103023_564108423_564108426,숭어리샘네거리,57,127.379937,36.344643
cluster_564100972_564109272_564109288_564109302_564109303_564109304_564109305_564110745_564110746,홍도삼거리,41,127.42061,36.34461
cluster_564101042_564110917_564113332_564113333,용전(단),60,127.42999,36.345817
cluster_564101080_564101114_564109292_564109293_564113346_564113347,대덕등기소(단),41,127.418474,36.346152
cluster_564101095_564101112,가양네거리,47,127.447701,36.34634
cluster_564101136_564104037,경성큰마을네거리,1,127.375432,36.346832
cluster_564101142_564105252,경성맨션삼거리,,127.425301,36.346626
cluster_564101160_564103536,한양(단),19,127.393906,36.34668
cluster_564101162_564110872_564110875_564110876,한남대교네거리,41,127.412741,36.346483
cluster_564101183_564110954_564112788,신도빌딩(단),60,127.444717,36.347088
cluster_564101197_564109294,대덕구청삼거리,41,127.417329,36.34706
cluster_564101199_564101217_564105785_564105832_564106183_564110379_564110380_564110922_564110923_564110924_564110925_564110972_564110973_564110974_564110975_564110988_564110989,용전네거리,60,127.432154,36.347365
cluster_564101212_564106572_564106760,세천삼거리,52,127.497215,36.347206
cluster_564101220_564102068_564102089_564103150_564103151_564103388,농수산시장삼거리,5,127.408463,36.357704
cluster_564101301_564110955,대전탑여관(단),60,127.44397,36.348236
cluster_564101307_564105643_564106585_564106593_564106594_564108437_564109297_564109520_564109522_564109523_564109524_564109527_564109528_564109532_564109547_564109548_564109549_564109550_564112883_564112884,한남오거리,41,127.415832,36.348394
cluster_564101335_564101356_564109612_564109614_564109615_564109616_564110022_564110023_564111180_564111182_564111183_564113363_564113365_564113368_564113370_564113376_564113378_564113379_564113380,큰마을네거리,1,127.376733,36.348599
cluster_564101371_564103662_564112800_564112801,삼천교네거리,12,127.401871,36.349007
cluster_564101390_564101392,시청(단),18,127.384842,36.34903
cluster_564101407_564106417_564109145,신학대삼거리,77,127.423935,36.351074
cluster_564101409_564110956,대전탑여관(단),60,127.443306,36.3493
cluster_564101417_564101442_564106639_564106640_564108433_564110978,고속터미널삼거리,60,127.437912,36.34956
cluster_564101480_564109518_564113348_564113349_564113350_564113351,동도초교입구(단),41,127.413866,36.349888
cluster_564101561_564109515,오정철교네거리,41,127.41278,36.350758
cluster_564101578_564110937_564110959_564110960_564110979_564110980_564110981_564110982_564110983_564110984_564110985_564110986,동부네거리,60,127.441971,36.351124
cluster_564101585_564110407,기능대삼거리,51,127.452614,36.35117
cluster_564101592_564104838,보라APT(단),19,127.400658,36.351238
cluster_564101607_564110825,현대아이텔(단),19,127.389099,36.351269
cluster_564101609_564101610_564103167_564103168_564106382,시교육청삼거리,18,127.384811,36.351364
cluster_564101627_564102852_564103568,문지초교네거리,164,127.40493,36.39624
cluster_564101780_564103431_564106469_564106470_564109504_564109507_564109509_564109514_564109551_564109552_564109553_564109554,오정동사무소오거리,41,127.409725,36.353162
cluster_564101789_564104294,한밭초교(단),19,127.393936,36.353558
cluster_564101809_564111072_564111074_564111075_564111076,파랑새네거리,1,127.379456,36.35368
cluster_564101836_564105733_564105734_564110965_564111003_564111004_564111005_564111006_564111007_564111008,제일제당네거리,5,127.438416,36.354103
cluster_564101865_564106504_564108449_564108450,비래평화APT(단),51,127.452332,36.354362
cluster_564101889_564101897,비래현대아파트네거리,,127.45575,36.354771
cluster_564101890_564109503_564109531,장학문구(단),41,127.407948,36.354689
cluster_564101916_564101930,용전한숲APT(단),117,127.427513,36.355247
cluster_564101932_564107215,용전초교(단),5,127.432632,36.35548
cluster_564101939_564109502_564113356_564113357,오정천주교복지회관(단),41,127.40698,36.355442
cluster_564101952_564104328,가람(단),19,127.393898,36.355797
cluster_564101956_564110944_564110990_564110991_564110992_564110993_564110994_564110995,산림조합네거리,60,127.444679,36.355747
cluster_564101961_564111070_564111077_564111078_564111079,방죽네거리,1,127.379478,36.355759
cluster_564101978_564110970,제일제당(단),60,127.436096,36.356071
cluster_564102027_564110969_564111009_564111010_564111011,한전삼거리,5,127.434875,36.35709
cluster_564102029_564105786,용전초교(단),5,127.432816,36.356663
cluster_564102049_564102051_564102054_564103061_564103062_564105696_564106746_564106747_564107582_564107583_564110881_564110885,한밭대교네거리,5,127.40091,36.35752
cluster_564102062_564102063_564102094_564105698_564105699_564105700_564111068_564111069_564111080_564111081,정부청사역네거리,1,127.379472,36.357908
cluster_564102076_564110946_564110996_564110997_564110998,대전나들목네거리,60,127.445778,36.357582
cluster_564102106_564111323,금성백조네거리,51,127.451393,36.358074
cluster_564102138_564102139_564102162_564102163,오정네거리,5,127.415488,36.358595
cluster_564102169_564102181_564103105_564103182_564105512_564106383_564106704_564106705_564109630_564109631,중리영진삼거리,5,127.4204,36.358756
cluster_564102179_564103156_564103157_564103277_564103278,중리삼거리,5,127.427025,36.359024
cluster_564102189_564103106_564103107_564103181_564103183,중리삼거리,5,127.425179,36.358913
cluster_564102243_564111067_564111082_564111083_564111084_564111085_564111086_564111087,선사유적네거리,1,127.379482,36.359812
cluster_564102249_564106580,서오아파트삼거리,44,127.445244,36.361809
cluster_564102317_564105693_564105694_564111108_564111109_564111112_564111113,샘머리APT삼거리,7,127.396471,36.361145
cluster_564102319_564103894,성룡초교(단),33,127.374336,36.361176
cluster_564102353_564103040_564103041,대화고개네거리,5,127.417496,36.361645
cluster_564102368_564111065,만년삼거리,1,127.379475,36.362229
cluster_564102396_564111114_564111115,샘머리초교삼거리,7,127.394562,36.363043
cluster_564102495_564102513_564103229_564105692_564110823_564111116_564111117_564111120_564111121_564111124_564111125_564113296_564113297_564113314_564113316_564113318_564113319,평송네거리(구 평송수련원삼거리),7,127.393679,36.364788
cluster_564102502_564102503_564102527_564111063_564111088_564111089_564111090_564111091,만년네거리,1,127.379621,36.364564
cluster_564102517_564111118_564111126_564111127_564111128,둔산대공원삼거리,7,127.390478,36.364838
cluster_564102589_564106055,만년중(단),67,127.376678,36.366283
cluster_564102632_564111062_564111092_564111093_564111094_564111095,만년들네거리,1,127.379509,36.36739
cluster_564102646_564105103,법동우체국(단),44,127.431648,36.367596
cluster_564102649_564105641_564105642,대전산업단지삼거리,24,127.419579,36.367607
cluster_564102685_564105765_564105766_564105767,법동네거리,45,127.428871,36.370693
cluster_564102690_564102691_564102699_564103658_564111059_564111096_564111097_564111098,대덕대교네거리,1,127.379556,36.370981
cluster_564102720_564105601_564105602_564105603,읍내네거리,24,127.420067,36.373344
cluster_564102736_564111058_564111101_564111102,과학공원네거리,1,127.379599,36.374616
cluster_564102743_564102744_564102746_564102747,MBC삼거리,13,127.398705,36.375904
cluster_564102771_564103112_564105639_564105640_564105645,읍내삼거리,45,127.42588,36.381779
cluster_564102772_564111236,중리영진(단),5,127.42131,36.361385
