SIGNAL_ID,CROSS_NM,SIGNAL_GROUP,SHAPE
553700028,우명네거리,93,127.302841,36.22427
553700041,평촌마을회관(단),93,127.318199,36.239105
553700134,오동(단),93,127.309013,36.230965
553700178,기성초교(단),94,127.336166,36.250584
553700181,새터(단),94,127.325345,36.243647
553700184,사기점골(단),,127.32185,36.241068
553701278,협신통신(단),93,127.319688,36.239803
553701841,우명교삼거리,93,127.305206,36.230366
553800016,흑석네거리,,127.340469,36.254436
553800040,용자리골삼거리,,127.345879,36.261845
553800055,계룡역삼거리,,127.281441,36.267033
553800079,느리울중네거리,69,127.340538,36.296501
553800117,방동삼거리,32,127.310944,36.285099
553800133,산성교회네거리,115,127.370041,36.302521
553800141,서부간선삼거리,49,127.368927,36.313122
553800205,코스모스아파트사거리,115,127.365005,36.298874
553800209,진잠초교네거리,,127.316132,36.298599
553800230,진잠초교네거리,,127.31588,36.299297
553800263,정림우체국삼거리,115,127.367043,36.300667
553800287,대정홈플러스삼거리,,127.319916,36.313225
553800315,가수원초교삼거리,92,127.354385,36.302181
553800317,정림초교네거리,,127.366165,36.302544
553800340,정림초교삼거리,,127.365768,36.303993
553800346,정림초교삼거리,,127.365654,36.304428
553800354,솔마루네거리,,127.31694,36.30328
553800356,솔마루네거리,,127.318153,36.303623
553800391,구봉농장삼거리,124,127.320038,36.288895
553800440,교촌삼거리,55,127.320549,36.304302
553800455,대정삼거리,55,127.318382,36.309498
553800467,관저3지구네거리,69,127.340607,36.30022
553800468,느리울유치원네거리,69,127.338409,36.298939
553800471,느리울12단지네거리,69,127.340561,36.297821
553800472,관저주공삼거리,69,127.343376,36.299152
553800532,배재대(단),49,127.371284,36.316845
553800549,조달청네거리,49,127.371033,36.319305
553800552,씨아골네거리,55,127.313858,36.319859
553800559,경남APT삼거리,49,127.370377,36.321022
553800574,경남아파트네거리,49,127.370232,36.322502
553800589,대아APT(단),49,127.370369,36.325096
553800594,서대전여고네거리,49,127.370407,36.326237
553800610,변전소(단),199,127.372581,36.327454
553800631,수정재네거리,49,127.370598,36.329292
553800740,승상골삼거리,94,127.338814,36.25351
553800748,원내네거리,,127.317871,36.299591
553800758,교촌네거리,32,127.322586,36.299843
553800806,원내차고지삼거리,,127.318916,36.293755
553800813,관저4지구네거리,69,127.326591,36.29715
553800816,관저2동주민센터네거리,69,127.334869,36.298897
553800817,구봉초교네거리,69,127.329353,36.298908
553800819,관저타워네거리,69,127.340584,36.299038
553800820,느리울아파트네거리,69,127.344757,36.299194
553800835,건양대병원삼거리(47번3),106,127.340665,36.306281
553800933,삼성운전학원(단),115,127.369102,36.301922
553800935,외마루들네거리,55,127.317192,36.311775
553800943,대정물류센터네거리,,127.319931,36.316547
553801061,기성PB네거리,,127.34259,36.255253
553801088,구봉마을8단지(단),69,127.331261,36.298927
553801091,관저우체국(단),106,127.337051,36.303051
553801118,대정홈플러스삼거리,,127.319939,36.314522
553801158,교촌초교삼거리,,127.317581,36.305019
553801297,금동초교네거리,69,127.327621,36.298279
553801371,관저더샵1단지네거리,,127.33046,36.294273
553801397,해맑음교회삼거리,69,127.344765,36.301846
553801423,관저대자연(단),106,127.337074,36.306389
553801500,원앙초교(단),,127.337067,36.309658
553801663,복수고교삼거리,73,127.371307,36.304928
553801819,지선농장(단),55,127.312859,36.322754
553802556,정림중(단),115,127.361893,36.293804
553802606,가수원삼거리,92,127.356651,36.296257
553802613,대전공고삼거리,,127.317139,36.295422
553802642,내동중(단),29,127.371277,36.332062
553802655,샘물타운네거리,,127.320076,36.299843
553802666,도마중삼거리,49,127.371338,36.318115
553802671,관저주공네거리,69,127.34169,36.299072
553802674,신선마을(단),86,127.334869,36.300621
553802930,흥도초교후문네거리,125,127.338165,36.334839
553802967,구봉정삼거리(A2-3),69,127.334769,36.292191
553803011,용소네거리,106,127.346658,36.311594
553803012,도안15단지(단),105,127.345786,36.320876
553803014,도안초교삼거리,105,127.343925,36.320876
553803016,수목토후문(단),105,127.344047,36.319558
553803020,원앙마을삼거리,106,127.340378,36.309147
553803035,흥도초교네거리,125,127.338158,36.333508
553803036,도안12단지(단),109,127.340942,36.333504
553803059,다온숲삼거리(A6-3),,127.340492,36.292118
553803063,어반힐스삼거리(A7-3),,127.344498,36.295425
553803102,목원대네거리,104,127.338151,36.330147
553803119,도안18단지(단),105,127.348022,36.307964
553803124,도안18단지(단),105,127.347687,36.308861
553803259,도안중삼거리,105,127.345305,36.31711
553803311,도안12단지삼거리,109,127.34066,36.334324
553803314,흥도초교(단)(23-1번),109,127.339394,36.334835
553803323,도안고교(단),125,127.338181,36.336124
553803426,서일여고네거리,69,127.323547,36.294807
553803449,마치광장(단),69,127.337502,36.296375
553803526,어린이공원(단),43,127.328064,36.293499
553803544,도안29번네거리,110,127.335906,36.330136
553803697,관저예미지네거리,,127.334801,36.294933
553803704,선유초교삼거리,,127.340553,36.2952
553803714,교촌(단),55,127.319649,36.306458
553804659,대신물류센터네거리,,127.318604,36.316036
553804692,도안베르디움삼거리,106,127.346338,36.312448
553804787,도안17단지(단),105,127.345666,36.314834
553804789,도안17단지(단),105,127.345493,36.316115
553804793,사진포삼거리,,127.345894,36.263329
553804983,천년나무APT삼거리,69,127.34333,36.29361
553806322,가수원역(단),92,127.355934,36.298931
553806337,관저더샵2단지삼거리,69,127.326767,36.293888
553807403,한우물(단),55,127.315086,36.316284
553807446,도안중(단),105,127.344783,36.318157
553807462,벌말삼거리,,127.3545,36.281727
554700397,산흥초교(단),53,127.44825,36.227959
554702893,하소삼거리,53,127.442245,36.222382
554702904,하소지구삼거리,53,127.440826,36.218288
554702906,하소동삼거리,53,127.441765,36.216583
554800093,산내주공오거리,82,127.466171,36.283894
554800108,뿌리공원삼거리,26,127.378128,36.286713
554800122,면허시험장삼거리,39,127.463242,36.290077
554800135,대성동삼거리,39,127.460854,36.295094
554800144,대성(단),39,127.459938,36.297012
554800165,옥계종점(단),39,127.455429,36.297836
554800169,신계초교삼거리,80,127.378799,36.302422
554800175,옥계종점(단),39,127.454697,36.298702
554800179,초록마을삼거리,78,127.382027,36.300644
554800194,신계초교네거리,80,127.378693,36.300781
554800196,산성초교(단),26,127.385422,36.300095
554800198,옥계(단),39,127.453369,36.300232
554800219,산성PB네거리,26,127.386017,36.301655
554800249,예미지삼거리,78,127.381226,36.302319
554800270,옥계삼거리,39,127.450073,36.304062
554800288,한밭가든(단),73,127.38443,36.304531
554800295,산성네거리,26,127.38623,36.304607
554800304,산성시장(단),73,127.387527,36.304996
554800309,산성성당삼거리,73,127.392899,36.305347
554800310,동양맨션(단),81,127.398323,36.305592
554800316,극동APT삼거리,,127.401665,36.30587
554800321,호동우체국(단),39,127.448891,36.305416
554800327,오량네거리,73,127.38028,36.305679
554800331,가오주공네거리,851,127.452255,36.305832
554800333,산성동사무소(단),26,127.386604,36.305737
554800344,보성초교(단),81,127.394524,36.306164
554800385,호동네거리,39,127.447617,36.306732
554800400,당대가도교네거리,81,127.394165,36.307045
554800429,석교PB(단),39,127.445908,36.307663
554800449,석교초교(단),39,127.444641,36.308296
554800527,한밭도서관정문네거리,81,127.40815,36.309456
554800531,산성우성APT(단),81,127.393173,36.309525
554800545,천석교(단),39,127.442978,36.309799
554800551,머티네거리,10,127.388123,36.309895
554800552,천사유치원(단),52,127.456413,36.315933
554800575,머티네거리,10,127.389748,36.310249
554800577,석교(단),39,127.440712,36.310253
554800592,문성초교(단),10,127.390991,36.310574
554800626,산성우성APT네거리,10,127.392662,36.311005
554800637,남대전등기소(단),39,127.438835,36.311192
554800653,문화우체국(단),10,127.394356,36.311459
554800668,천동삼거리,40,127.445518,36.311764
554800687,문화우체국네거리,10,127.396095,36.311916
554800707,삼육초교(단),11,127.37429,36.312275
554800721,문화초교네거리,10,127.397972,36.312401
554800750,문화초교네거리,10,127.39946,36.312809
554800776,보운초교(단),149,127.432648,36.313358
554800785,보운초교(단),149,127.431503,36.313461
554800818,문창시장(단),149,127.436607,36.313808
554800861,문화초교(단),10,127.398956,36.314205
554800881,보문(단),149,127.427803,36.314686
554800884,문창교(단),149,127.438919,36.314674
554800918,동문초교(단),36,127.406395,36.315006
554800934,문창네거리,149,127.433525,36.315456
554800937,유천초교(단),49,127.373398,36.315453
554800952,동문초교네거리,36,127.407799,36.315521
554800981,도마서대전농협네거리,58,127.37871,36.316196
554801008,도교육위원회삼거리,36,127.410408,36.316505
554801042,유천(단),11,127.397972,36.316956
554801064,매일약국(단),58,127.378326,36.31736
554801068,쌍용예가(단),34,127.397346,36.322433
554801096,테미(단),36,127.421432,36.317799
554801099,천동초교삼거리,42,127.442145,36.317967
554801113,충대병원앞삼거리,36,127.415635,36.318006
554801130,문창초교(단),131,127.43412,36.31815
554801140,한밭야구장(단),38,127.428802,36.318272
554801145,대전장로교회(단),74,127.406586,36.318253
554801150,자양초교(단),43,127.444443,36.33181
554801204,배재대네거리,49,127.373589,36.319279
554801248,글꽃초교네거리,74,127.410969,36.319397
554801254,대흥초교삼거리,87,127.424576,36.319668
554801255,인동현대APT삼거리,40,127.438766,36.319725
554801268,문창초교네거리,38,127.433098,36.319931
554801301,하나APT(단),34,127.39679,36.320232
554801307,청진장(단),38,127.434296,36.320415
554801359,서대전우체국네거리,22,127.414658,36.320732
554801430,대흥초교네거리,38,127.429939,36.321709
554801431,인동네거리,40,127.437843,36.321712
554801439,판암주공네거리,83,127.458824,36.321487
554801445,오류로(단),11,127.40513,36.32171
554801455,동양APT삼거리,34,127.390419,36.32185
554801472,예술가의집(단),22,127.416588,36.322048
554801474,태평초교네거리,34,127.396111,36.322117
554801478,향우네거리,58,127.377945,36.322289
554801494,귀빈장(단),49,127.373734,36.322422
554801499,판암주공삼거리,83,127.460602,36.322243
554801529,원평초교(단),34,127.398537,36.322754
554801538,인동네거리,40,127.437225,36.322887
554801579,장미APT삼거리,,127.401115,36.323425
554801598,삼정하이츠(단),49,127.373787,36.323673
554801600,대고네거리,37,127.425766,36.323517
554801607,태평교좌안네거리,34,127.384674,36.323673
554801619,변동매매상사(단),58,127.378487,36.323849
554801620,대전여중(단),37,127.426689,36.323818
554801636,인동삼거리,40,127.436562,36.324142
554801641,변동초교(단),34,127.383194,36.324154
554801645,태평초교삼거리,34,127.395401,36.324123
554801663,용운도서관(단),83,127.462219,36.324463
554801666,인동삼거리,40,127.436394,36.324463
554801671,서대전초교삼거리,22,127.410156,36.324406
554801678,대신교삼거리,54,127.440918,36.324539
554801696,오류초교삼거리,21,127.403992,36.324562
554801705,중구보건지소네거리,37,127.422371,36.324795
554801710,중구청역네거리,37,127.419708,36.324917
554801711,오토바이특화거리네거리,38,127.430199,36.324982
554801720,도마초교(단),49,127.373856,36.325005
554801763,대전예식원(단),38,127.431358,36.325359
554801814,서대전초교삼거리,22,127.408508,36.325729
554801816,용두미르마을삼거리,22,127.411606,36.325848
554801861,용운(단),96,127.447784,36.326157
554801875,오류굴다리네거리,21,127.40329,36.326279
554801878,호수돈여고삼거리,22,127.413872,36.327321
554801907,으능정이네거리,38,127.427147,36.3265
554801916,원동네거리,40,127.435204,36.326748
554801976,변동(단),58,127.380257,36.327152
554801977,용두삼거리,21,127.406792,36.327175
554801982,선화교회(단),22,127.413185,36.327183
554802005,은행(단),38,127.426651,36.327335
554802047,용방마을삼거리,,127.454193,36.327766
554802060,대신증권(단),38,127.423386,36.327747
554802082,용운PB(단),,127.456139,36.327911
554802102,중구국민체육센터(단),156,127.415701,36.328178
554802111,베스티안병원네거리,42,127.439842,36.328327
554802139,선화공원네거리,156,127.420746,36.328438
554802144,변전소네거리,199,127.375122,36.328873
554802159,중앙로역네거리,38,127.42588,36.328682
554802160,문화마을네거리,74,127.410573,36.32035
554802174,중앙시장삼거리,40,127.433929,36.328876
554802191,우송대입구삼거리,43,127.45285,36.333084
554802206,중구국민체육센터네거리,156,127.417418,36.329218
554802212,이안경원(단),38,127.427712,36.329354
554802229,신안(단),,127.439301,36.32951
554802263,보훈회관(단),9,127.386459,36.329643
554802266,삼창아파트삼거리,21,127.390671,36.329666
554802290,용운복음APT(단),83,127.466496,36.328289
554802296,태평중(단),35,127.396744,36.329948
554802298,소청1번가(단),156,127.424179,36.330029
554802300,선화공원네거리,156,127.419846,36.330074
554802313,중앙시장(단),40,127.433403,36.3298
554802317,용운삼거리,,127.452225,36.327805
554802322,대룡초교(단),,127.45462,36.329601
554802330,중앙로(단),40,127.430796,36.330516
554802350,신안네거리,,127.438637,36.330727
554802374,유평초교(단),35,127.398926,36.328808
554802419,선화네거리,156,127.422737,36.331192
554802453,용문한마음APT삼거리,21,127.39283,36.331429
554802495,선화초교(단),114,127.424141,36.332008
554802504,대전역(단),40,127.432208,36.332148
554802507,선화네거리,156,127.421544,36.332153
554802520,내동사무소(단),199,127.377892,36.33234
554802523,영교네거리,114,127.424995,36.332516
554802525,내동(단),29,127.374641,36.3325
554802560,선화교네거리,114,127.425987,36.333124
554802563,한민상가네거리,9,127.382614,36.332836
554802576,가장초교네거리,9,127.386551,36.333118
554802578,대성로오거리,20,127.40847,36.333122
554802593,세민요양병원삼거리,21,127.395058,36.333221
554802605,가오변전소삼거리,68,127.455719,36.302437
554802614,어덕마을네거리,48,127.402313,36.33358
554802630,우송대(단),43,127.451195,36.333839
554802636,우송고(단),43,127.445717,36.3339
554802647,가장초교네거리,9,127.387619,36.333946
554802681,정동(단),40,127.431252,36.33437
554802695,우송대(단),43,127.450668,36.334724
554802710,괴정네거리,9,127.38044,36.334671
554802718,선화동천주교네거리,20,127.418232,36.334813
554802719,래미안2단지네거리,9,127.388771,36.334846
554802739,수침교네거리,57,127.397202,36.334995
554802748,동광초교(단),43,127.449921,36.33522
554802775,자양PB(단),,127.446762,36.33559
554802777,동광초교(단),43,127.449371,36.335472
554802784,목동초교(단),20,127.411952,36.335583
554802790,중앙교회(단),9,127.379257,36.335697
554802791,소제P/B(단),42,127.439194,36.335464
554802797,서부농협용문지소(단),57,127.389877,36.335705
554802802,보문중(단),41,127.424507,36.335827
554802815,동광초교(단),43,127.448425,36.335899
554802916,오량체육관네거리,73,127.378922,36.304268
554802970,복수네거리,80,127.378471,36.298122
554802971,복수중흥네거리,,127.37516,36.29829
554802977,남대전등기소(단),39,127.437859,36.311672
554802987,리슈빌네거리,80,127.378624,36.299637
554802988,리슈빌(단),78,127.380981,36.299408
554802990,광무택시삼거리,83,127.46447,36.332035
554802999,복수교네거리,78,127.382118,36.299282
554803007,문화주공삼거리,81,127.396662,36.308846
554803011,천근삼거리,81,127.401047,36.311214
554803015,석천들삼거리,82,127.470245,36.276051
554803023,용운삼거리,,127.4515,36.327152
554803024,용운삼거리,,127.451347,36.327652
554803092,낭월네거리,82,127.468246,36.280041
554803114,동부순환4가,83,127.462563,36.322407
554803115,용운중삼거리,83,127.466234,36.326214
554803116,남대전나들목네거리,79,127.47258,36.272484
554803117,제이파크삼거리,79,127.464127,36.283775
554803142,과례마을네거리,81,127.410866,36.309944
554803143,천근삼거리,81,127.399165,36.310304
554803153,안영네거리,26,127.3797,36.288136
554803155,안영삼거리,26,127.380974,36.290176
554803160,사정네거리,26,127.384491,36.295837
554803176,남대전교차로B네거리,79,127.46627,36.276775
554803178,산내초교네거리,82,127.469009,36.278507
554803184,산내PB네거리,82,127.467239,36.281937
554803236,사정삼거리,26,127.382401,36.292652
554803238,우남아파트(단),,127.381927,36.294552
554803239,우남아파트삼거리,,127.383026,36.295883
554803246,한솔빌라삼거리,,127.389565,36.295052
554803249,진보빌라네거리,,127.388008,36.29578
554803252,영실교회삼거리,26,127.384735,36.297543
554803301,한밭가든(단),73,127.383926,36.304504
554803328,동양APT삼거리,34,127.39122,36.321575
554803407,가오동네거리,68,127.453545,36.304623
554803408,천동P/B(단),40,127.449165,36.309753
554803431,천동초교네거리,42,127.441845,36.317497
554803432,효동현대APT(단),40,127.439865,36.316833
554803433,효동현대APT삼거리,40,127.4394,36.318142
554803464,남대전교차로C네거리,79,127.467918,36.276379
554803500,혜성빌딩(용운 6번교차로)네거리,,127.455147,36.332764
554803502,대전대서문(용운3번교차로)네거리,,127.456474,36.335388
554803504,종관(용운4번교차로)네거리,,127.45591,36.334229
554803505,꿈에그린삼거리,,127.455864,36.332005
554803506,대룡초교후문(단),118,127.455421,36.330822
554803509,대전대동문삼거리,83,127.463669,36.335842
554803516,가오현대네거리,68,127.460609,36.309628
554803519,가오초교삼거리,68,127.458496,36.311546
554803522,풍림6단지삼거리,68,127.457153,36.3106
554803530,동구신청사네거리,68,127.455542,36.310964
554803532,가오우미(단),68,127.458122,36.307835
554803535,은어송네거리,68,127.456772,36.306911
554803540,가오우체국네거리,68,127.455566,36.30806
554803541,동구국제화센터삼거리,68,127.458641,36.304443
554803547,그린타워네거리,68,127.455368,36.30592
554803564,은어송초교삼거리,,127.457024,36.303333
554803565,가오고교네거리,68,127.455284,36.309738
554803570,호동삼거리,39,127.451218,36.302727
554803581,행평근린공원삼거리,112,127.392937,36.290356
554803612,대전과학기술대네거리,73,127.375022,36.304375
554803622,남대전나들목삼거리,,127.476654,36.270958
554803626,파라곤아파트삼거리,34,127.386337,36.319836
554803628,버드내APT삼거리,34,127.386086,36.318069
554803660,충대의대네거리,36,127.412071,36.317169
554803661,센트럴네거리,74,127.411674,36.317974
554803663,대전장로교회(단),74,127.40683,36.317715
554803668,오투그란데(단),82,127.464531,36.287842
554803689,천동주공네거리,68,127.451004,36.307758
554803707,문화신동아네거리,74,127.407265,36.316753
554803888,목동초교삼거리,20,127.407913,36.333645
554803898,어덕마을삼거리,48,127.403389,36.336063
554803913,목양마을삼거리,183,127.407402,36.334328
554804053,오류초교삼거리,21,127.404289,36.323753
554804121,어덕마을(단),48,127.403366,36.335121
554804151,유평초교삼거리,35,127.398354,36.330166
554804199,호암컨벤션(단),35,127.396187,36.328743
554804322,삼부프라자(단),34,127.393791,36.323128
554804370,태평초교네거리,34,127.394943,36.321804
554804489,효성타운(단),10,127.384018,36.311462
554804499,동방여중삼거리,,127.375244,36.306834
554804569,초록마을네거리,,127.379959,36.302368
554804711,문화우성APT3,81,127.408249,36.311214
554804783,꿈에그린네거리,,127.45717,36.332861
554804818,용운수영장삼거리,83,127.465027,36.324261
554804901,어진마을네거리,42,127.443687,36.320454
554804932,가오우미(단),68,127.459587,36.308861
554804940,남부평생교육원네거리,68,127.459778,36.302063
554804944,풍림APT네거리,,127.457741,36.303829
554804956,천동홍익APT(단),40,127.448372,36.310921
554805053,동건APT(단),38,127.429184,36.322994
554805054,충무삼거리,149,127.432266,36.317619
554805069,돌다리네거리,39,127.442749,36.309235
554805083,산성삼거리,73,127.3899,36.305485
554805094,삼괴(단),79,127.478714,36.257671
554805168,풍림6단지삼거리,68,127.456886,36.310394
554805174,가오초교삼거리,68,127.457909,36.311115
554805211,판암성당삼거리,83,127.462219,36.320164
554805272,은어송중삼거리,68,127.459526,36.300262
554805421,안영교삼거리,26,127.37677,36.285454
554805438,사정(단),26,127.383713,36.294132
554805489,센트럴네거리,74,127.411408,36.318497
554805669,까치재삼거리,,127.394318,36.303951
554805672,까치재(단),,127.393616,36.302067
554805680,보훈공원(단),,127.396286,36.297611
554805710,태평초교삼거리,34,127.395844,36.322872
554805762,산내초교(단),82,127.46862,36.27935
554805772,충대의대네거리,36,127.413727,36.31776
554805820,삼괴삼거리,,127.480759,36.266624
554805821,오투그란데삼거리,82,127.465215,36.285907
554805841,천동1단지네거리,,127.444949,36.315327
554805920,호암컨벤션(단),35,127.396149,36.328648
554805950,천동위드힐삼거리,127,127.44431,36.316472
554806008,낭월교삼거리,79,127.464104,36.277309
554806020,테미(단),36,127.423174,36.317941
554806029,세천새동네(단),52,127.485664,36.335808
554806043,천동주공(단),,127.445739,36.313642
554806050,가오삼익삼거리,39,127.459175,36.297817
554806051,가오삼익APT(단),200,127.459961,36.298306
554806071,노인복지회관네거리,83,127.456757,36.31905
554806073,대성로(단),,127.409279,36.333692
554806079,대전세무서삼거리,20,127.418694,36.332134
554806153,충남중삼거리,,127.443779,36.32716
554806205,대동휴먼시아(단),,127.443115,36.3269
554806214,대동시장삼거리,,127.443405,36.327789
554806330,서대전역(단),11,127.40484,36.322401
554806344,제1치수교앞네거리,42,127.441307,36.322491
554806347,구도삼거리,79,127.469421,36.273319
554806350,로젠물류센터 네거리,79,127.468971,36.272152
554806395,하늘채APT(단),68,127.457092,36.301144
554806400,천동홍익APT(단),40,127.446945,36.311314
554806411,대동지구삼거리,42,127.446167,36.326302
554806432,천동2지구삼거리,127,127.443563,36.316756
554806505,대흥동자이APT(단),,127.426384,36.322544
554807082,베스티안병원(단),42,127.438583,36.327892
554807831,산성(단),26,127.386215,36.303204
554807851,보문산공원(단),38,127.427254,36.315506
554808047,산성도서관(단),26,127.386566,36.295803
554809045,신안삼거리,,127.438217,36.33186
554809544,대흥초교(단),87,127.425316,36.318455
554809580,옥계시장(단),39,127.452484,36.301266
554809717,동문초교(단),36,127.404404,36.314362
554810039,삼정2단지APT삼거리,83,127.461433,36.320251
554810130,이스트시티1단지삼거리,54,127.440399,36.32719
554810485,모아미래도삼거리,73,127.382996,36.302895
554810836,내동(단),29,127.374535,36.332355
554813423,신흥초교네거리,54,127.44088,36.32584
562201250,97번교차로네거리,11,127.24494,36.499455
562201374,139번교차로네거리,11,127.236177,36.499852
562201569,95번교차로네거리,9,127.245012,36.501847
562202817,141번교차로삼거리,13,127.232544,36.50193
562202818,137번교차로네거리,13,127.236214,36.501915
562202820,138번교차로네거리,13,127.236198,36.500828
562202839,136번교차로삼거리,13,127.238708,36.502533
562204164,2-33번삼거리,,127.237175,36.496525
562204166,2-32번삼거리,,127.235054,36.497726
562204168,2-31번네거리,,127.235992,36.49876
562204203,2-34번삼거리,,127.240463,36.496071
562204324,롯데캐슬3번네거리,,127.246602,36.486441
562204329,롯데캐슬1번삼거리,,127.24747,36.488647
562204362,140번교차로네거리,11,127.232285,36.499702
562205389,M1_L1제일풍경채네거리,,127.24287,36.496131
562205396,L2중흥건설정문네거리,,127.244837,36.495041
562205409,M4현대건설정문삼거리,,127.243628,36.49301
562205413,가온마을1-4단지네거리,,127.246075,36.491876
562205824,M2중흥건설후문네거리,,127.244881,36.497637
562206869,M2_L2중흥건설(단),,127.246545,36.495986
562300633,82번교차로네거리,6,127.245705,36.518745
562300725,122번교차로삼거리,13,127.22953,36.51239
562300726,117번교차로네거리,12,127.233284,36.51897
562300727,123번교차로삼거리,13,127.229855,36.510277
562300728,128번교차로네거리,13,127.233196,36.505537
562300729,127번교차로네거리,13,127.232437,36.506256
562300732,125번교차로네거리,13,127.230843,36.508179
562300748,135번교차로네거리,13,127.236923,36.503181
562300749,111번교차로네거리,12,127.23932,36.52022
562300750,116번교차로네거리,12,127.234236,36.519468
562300751,118번교차로네거리,12,127.232124,36.51812
562300754,90번교차로네거리,9,127.245117,36.50513
562300763,88번교차로네거리,8,127.245659,36.50845
562300765,85번교차로네거리,6,127.246231,36.511826
562300790,84번교차로네거리,6,127.24384,36.511904
562301373,83번교차로삼거리,6,127.245678,36.5149
562301381,110번교차로네거리,12,127.240868,36.520123
562301387,109번교차로삼거리,12,127.24379,36.522095
562301394,SCU11014,11,127.233047,36.521385
562301408,121번교차로네거리,12,127.229729,36.514988
562301431,119번교차로네거리,12,127.23111,36.517197
562301479,120번교차로삼거리,12,127.230217,36.516087
562301505,126번교차로삼거리,13,127.234153,36.509438
562301512,힐데스하임정문네거리,13,127.234428,36.504749
562302189,115번교차로삼거리,12,127.235522,36.51991
562302213,134번교차로(단),13,127.237785,36.504387
562302228,124번교차로네거리,13,127.230225,36.509449
562302285,94번교차로삼거리,9,127.245052,36.502989
562302312,131번교차로(단),13,127.237325,36.506406
562302313,132번교차로네거리,13,127.236457,36.50694
562302324,113번교차로(단),12,127.237857,36.517398
562302330,142번교차로네거리,12,127.239321,36.515968
562302343,SCU11042,11,127.229691,36.511143
562302346,SCU11040,11,127.229553,36.513889
562302349,108번교차로삼거리,12,127.24147,36.524773
562302382,SCU12026,26,127.245636,36.517521
562302400,87번교차로삼거리,6,127.246262,36.5103
562302404,89번교차로네거리,9,127.243294,36.505199
562302411,92번교차로삼거리,9,127.245088,36.504023
562302574,SCU11034,14,127.239736,36.511171
562302576,SCU11033,14,127.239762,36.512851
562302711,114번교차로(단),12,127.23749,36.520205
562304514,130번교차로(단),13,127.235146,36.504288
562304525,91번교차로(단),9,127.247314,36.505131
562304527,112번교차로(단),12,127.239327,36.518871
562304744,93번교차로(단),9,127.24507,36.503517
563100008,삼성연수원삼거리,2,127.29966,36.353119
563100023,시민천문대(단),17,127.355164,36.382683
563100095,유성여고삼거리,,127.326508,36.379364
563100096,유성여고네거리,,127.327347,36.380733
563100109,반석마을3단지네거리,75,127.316719,36.386501
563100116,죽림네거리,,127.325531,36.381447
563100122,반석마을7단지네거리,116,127.31047,36.395529
563100123,반석마을6단지(단),116,127.309059,36.395222
563100125,반석마을5단지네거리,75,127.311783,36.391453
563100127,반석역네거리,30,127.313271,36.391758
563100128,반석마을5단지네거리,75,127.311607,36.391964
563100129,반석고네거리,75,127.313042,36.387482
563100132,반석고삼거리,,127.310677,36.387802
563100136,외삼초교삼거리,75,127.311142,36.393406
563100137,외삼초교삼거리,75,127.311295,36.392952
563100158,반석초교네거리,75,127.312157,36.390285
563100184,송림네거리,30,127.322212,36.387714
563100185,하기초교네거리,30,127.320206,36.388119
563100194,송림마을4단지네거리,,127.32386,36.387115
563100235,송림마을3단지네거리,30,127.323738,36.390362
563100237,신협연수원삼거리,,127.301231,36.354729
563100255,덕고개삼거리,56,127.324776,36.346725
563100294,지족(단),76,127.319359,36.375965
563100295,지족(단),76,127.320641,36.375954
563100296,열매마을8단지(단),176,127.319351,36.372173
563100297,열매마을9단지(단),76,127.32061,36.372173
563100401,장대2교네거리,164,127.338455,36.361217
563100500,장재울삼거리,16,127.362724,36.401451
563100533,성덕중(단),,127.346016,36.385868
563100559,대덕밸리삼거리,135,127.363095,36.386721
563100609,천양원(단),2,127.323487,36.359436
563100673,수운교삼거리,,127.341362,36.412788
563100674,추목삼거리,,127.344223,36.412792
563100683,자운초교(단),,127.339172,36.412819
563100714,미소지움(단),29,127.366585,36.340153
563100722,갈마고개(단),9,127.371353,36.342449
563100726,갈마그랜드프라자삼거리,9,127.36866,36.343487
563100734,갈마APT삼거리,9,127.36969,36.343956
563100739,양녕요양병원(단),29,127.368492,36.344967
563100757,갈마제일슈퍼(단),29,127.368416,36.346218
563100758,둔산소방서(단),9,127.369453,36.346233
563100775,갈마중(단),29,127.368349,36.347481
563100777,둔산소방서네거리,9,127.369392,36.347523
563100795,서부교회(단),29,127.368288,36.348701
563100814,갤러리휴리움(단),29,127.36822,36.349803
563100815,갤러리휴리움네거리,9,127.36927,36.349812
563100818,구암(단),56,127.327433,36.350173
563100829,유성고교(단),31,127.336113,36.350655
563100848,갈마천주교(단),29,127.368155,36.351145
563100863,유성고네거리,31,127.332024,36.351604
563100898,유성고삼거리,56,127.329102,36.352409
563100982,갈마초교(단),8,127.36911,36.354141
563100992,온천로삼거리,64,127.349823,36.354237
563101041,월평1동사무소삼거리,59,127.357773,36.354855
563101068,갈마초교삼거리,59,127.369308,36.355427
563101074,월평로(단),,127.358978,36.355534
563101105,신촌네거리,59,127.363937,36.356159
563101109,월평중삼거리,59,127.368408,36.356148
563101110,월평초교삼거리,59,127.356705,36.356102
563101117,구암역삼거리,56,127.331311,36.356503
563101189,유성시장(단),56,127.332756,36.358444
563101210,새마을부락(단),2,127.320664,36.359419
563101221,장대푸르지오네거리,161,127.334534,36.359745
563101227,진달래네거리,33,127.368423,36.359833
563101231,유성CC삼거리,2,127.293624,36.360071
563101233,유성CC삼거리,2,127.294975,36.360165
563101236,궁동공영주차장삼거리,6,127.351486,36.360363
563101237,갑동(단),2,127.289322,36.360325
